,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
0,1,35,35,0,0,0,0,0,0,0,230,0
1,2,41,49,10,10,0,0,0,0,133,198,10
2,3,35,17,7,0,0,0,0,7,22,87,7
3,4,55,45,13,0,0,0,0,13,98,143,13
4,5,55,20,19,0,0,0,19,0,123,184,19
5,6,15,30,26,26,0,0,0,0,20,93,26
6,7,25,30,3,0,3,0,0,0,76,131,3
7,8,20,50,5,5,0,0,0,0,61,110,5
8,9,10,43,9,0,0,0,0,9,75,124,9
9,10,55,60,16,0,0,16,0,0,74,129,16
10,11,30,60,16,0,0,0,16,0,107,150,16
11,12,20,65,12,0,12,0,0,0,42,101,12
12,13,50,35,19,0,0,0,19,0,38,97,19
13,14,30,25,23,23,0,0,0,0,131,196,23
14,15,15,10,20,0,0,0,20,0,32,114,20
15,16,30,5,8,0,8,0,0,0,35,96,8
16,17,10,20,19,0,0,0,0,19,52,107,19
17,18,5,30,2,2,0,0,0,0,124,189,2
18,19,20,40,12,0,0,12,0,0,69,114,12
19,20,15,60,17,17,0,0,0,0,52,109,17
20,21,45,65,9,0,0,0,9,0,105,156,9
21,22,45,20,11,0,11,0,0,0,37,96,11
22,23,45,10,18,0,0,18,0,0,76,127,18
23,24,55,5,29,0,0,0,29,0,43,102,29
24,25,65,35,3,0,3,0,0,0,124,190,3
25,26,65,20,6,6,0,0,0,0,121,186,6
26,27,45,30,17,17,0,0,0,0,112,161,17
27,28,35,40,16,0,16,0,0,0,8,75,16
28,29,41,37,16,0,0,16,0,0,11,76,16
29,30,64,42,9,0,9,0,0,0,37,98,9
30,31,40,60,21,0,0,0,0,21,49,102,21
31,32,31,52,27,0,0,0,27,0,24,85,27
32,33,35,69,23,0,23,0,0,0,116,175,23
33,34,53,52,11,0,11,0,0,0,24,92,11
34,35,65,55,14,0,0,14,0,0,96,147,14
35,36,63,65,8,0,8,0,0,0,116,178,8
36,37,2,60,5,0,5,0,0,0,41,112,5
37,38,20,20,8,8,0,0,0,0,113,164,8
38,39,5,5,16,0,0,0,16,0,60,115,16
39,40,60,12,31,31,0,0,0,0,33,110,31
40,41,40,25,9,0,0,0,9,0,65,114,9
41,42,42,7,5,5,0,0,0,0,72,131,5
42,43,24,12,5,0,5,0,0,0,25,91,5
43,44,23,3,7,0,0,7,0,0,111,162,7
44,45,11,14,18,0,0,0,0,18,45,102,18
45,46,6,38,16,0,16,0,0,0,29,99,16
46,47,2,48,1,0,0,0,0,1,92,151,1
47,48,8,56,27,0,0,27,0,0,34,105,27
48,49,13,52,36,0,0,0,0,36,128,192,36
49,50,6,68,30,0,0,0,30,0,93,132,30
50,51,47,47,13,0,0,0,13,0,102,155,13
51,52,49,58,10,0,10,0,0,0,64,121,10
52,53,27,43,9,0,9,0,0,0,26,87,9
53,54,37,31,14,0,14,0,0,0,75,124,14
54,55,57,29,18,0,18,0,0,0,118,171,18
55,56,63,23,2,0,2,0,0,0,111,170,2
56,57,53,12,6,0,0,6,0,0,106,163,6
57,58,32,12,7,0,0,0,7,0,77,134,7
58,59,36,26,18,0,0,18,0,0,147,210,18
59,60,21,24,28,0,0,0,28,0,17,100,28
60,61,17,34,3,0,3,0,0,0,134,199,3
61,62,12,24,13,0,0,0,0,13,55,106,13
62,63,24,58,19,0,19,0,0,0,30,95,19
63,64,27,69,10,0,0,0,0,10,34,103,10
64,65,15,77,9,9,0,0,0,0,48,107,9
65,66,62,77,20,0,0,20,0,0,49,113,20
66,67,49,73,25,0,0,0,25,0,104,159,25
67,68,67,5,25,0,0,0,0,25,59,116,25
68,69,56,39,36,0,0,36,0,0,117,176,36
69,70,37,47,6,0,6,0,0,0,23,86,6
70,71,37,56,5,0,0,5,0,0,123,198,5
71,72,57,68,15,0,15,0,0,0,54,109,15
72,73,47,16,25,25,0,0,0,0,22,96,25
73,74,44,17,9,0,0,0,9,0,56,109,9
74,75,46,13,8,0,0,0,0,8,123,184,8
75,76,49,11,18,0,0,18,0,0,45,102,18
76,77,49,42,13,0,0,13,0,0,52,103,13
77,78,53,43,14,0,0,0,14,0,136,200,14
78,79,61,52,3,0,3,0,0,0,71,130,3
79,80,57,48,23,0,0,0,0,23,72,121,23
80,81,56,37,6,0,0,0,6,0,135,198,6
81,82,55,54,26,0,0,26,0,0,78,119,26
82,83,15,47,16,0,0,0,16,0,29,90,16
83,84,14,37,11,0,0,0,11,0,21,89,11
84,85,11,31,7,0,7,0,0,0,81,130,7
85,86,16,22,41,0,41,0,0,0,70,121,41
86,87,4,18,35,0,0,0,0,35,74,123,35
87,88,28,18,26,0,26,0,0,0,79,116,26
88,89,26,52,9,0,0,9,0,0,50,107,9
89,90,26,35,15,0,0,15,0,0,139,211,15
90,91,31,67,3,0,0,0,0,3,73,126,3
91,92,15,19,1,0,0,0,1,0,132,194,1
92,93,22,22,2,2,0,0,0,0,18,88,2
93,94,18,24,22,22,0,0,0,0,129,199,22
94,95,26,27,27,0,0,0,0,27,81,128,27
95,96,25,24,20,0,0,0,20,0,14,78,20
96,97,22,27,11,0,11,0,0,0,114,165,11
97,98,25,21,12,0,0,0,12,0,115,160,12
98,99,19,21,10,0,0,0,0,10,32,93,10
99,100,20,26,9,0,0,0,0,9,60,115,9
100,101,18,18,17,0,0,0,17,0,123,195,17
