,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
0,1,35,35,0,0,0,0,0,0,0,230,0
1,2,41,49,10,10,0,0,0,0,0,204,10
2,3,35,17,7,0,0,0,0,7,0,202,7
3,4,55,45,13,0,0,0,0,13,0,197,13
4,5,55,20,19,0,0,0,19,0,139,169,19
5,6,15,30,26,26,0,0,0,0,0,199,26
6,7,25,30,3,0,3,0,0,0,89,119,3
7,8,20,50,5,5,0,0,0,0,0,198,5
8,9,10,43,9,0,0,0,0,9,85,115,9
9,10,55,60,16,0,0,16,0,0,87,117,16
10,11,30,60,16,0,0,0,16,0,114,144,16
11,12,20,65,12,0,12,0,0,0,57,87,12
12,13,50,35,19,0,0,0,19,0,0,205,19
13,14,30,25,23,23,0,0,0,0,149,179,23
14,15,15,10,20,0,0,0,20,0,32,62,20
15,16,30,5,8,0,8,0,0,0,51,81,8
16,17,10,20,19,0,0,0,0,19,65,95,19
17,18,5,30,2,2,0,0,0,0,147,177,2
18,19,20,40,12,0,0,12,0,0,77,107,12
19,20,15,60,17,17,0,0,0,0,66,96,17
20,21,45,65,9,0,0,0,9,0,116,146,9
21,22,45,20,11,0,11,0,0,0,0,201,11
22,23,45,10,18,0,0,18,0,0,87,117,18
23,24,55,5,29,0,0,0,29,0,58,88,29
24,25,65,35,3,0,3,0,0,0,143,173,3
25,26,65,20,6,6,0,0,0,0,156,186,6
26,27,45,30,17,17,0,0,0,0,0,208,17
27,28,35,40,16,0,16,0,0,0,27,57,16
28,29,41,37,16,0,0,16,0,0,29,59,16
29,30,64,42,9,0,9,0,0,0,53,83,9
30,31,40,60,21,0,0,0,0,21,61,91,21
31,32,31,52,27,0,0,0,27,0,0,202,27
32,33,35,69,23,0,23,0,0,0,131,161,23
33,34,53,52,11,0,11,0,0,0,27,57,11
34,35,65,55,14,0,0,14,0,0,0,183,14
35,36,63,65,8,0,8,0,0,0,133,163,8
36,37,2,60,5,0,5,0,0,0,41,71,5
37,38,20,20,8,8,0,0,0,0,0,198,8
38,39,5,5,16,0,0,0,16,0,73,103,16
39,40,60,12,31,31,0,0,0,0,34,64,31
40,41,40,25,9,0,0,0,9,0,75,105,9
41,42,42,7,5,5,0,0,0,0,87,117,5
42,43,24,12,5,0,5,0,0,0,25,55,5
43,44,23,3,7,0,0,7,0,0,122,152,7
44,45,11,14,18,0,0,0,0,18,59,89,18
45,46,6,38,16,0,16,0,0,0,29,59,16
46,47,2,48,1,0,0,0,0,1,107,137,1
47,48,8,56,27,0,0,27,0,0,41,71,27
48,49,13,52,36,0,0,0,0,36,0,192,36
49,50,6,68,30,0,0,0,30,0,98,128,30
50,51,47,47,13,0,0,0,13,0,0,203,13
51,52,49,58,10,0,10,0,0,0,78,108,10
52,53,27,43,9,0,9,0,0,0,0,208,9
53,54,37,31,14,0,14,0,0,0,85,115,14
54,55,57,29,18,0,18,0,0,0,130,160,18
55,56,63,23,2,0,2,0,0,0,126,156,2
56,57,53,12,6,0,0,6,0,0,120,150,6
57,58,32,12,7,0,0,0,7,0,91,121,7
58,59,36,26,18,0,0,18,0,0,180,210,18
59,60,21,24,28,0,0,0,28,0,0,202,28
60,61,17,34,3,0,3,0,0,0,152,182,3
61,62,12,24,13,0,0,0,0,13,66,96,13
62,63,24,58,19,0,19,0,0,0,48,78,19
63,64,27,69,10,0,0,0,0,10,34,64,10
64,65,15,77,9,9,0,0,0,0,63,93,9
65,66,62,77,20,0,0,20,0,0,49,79,20
66,67,49,73,25,0,0,0,25,0,117,147,25
67,68,67,5,25,0,0,0,0,25,73,103,25
68,69,56,39,36,0,0,36,0,0,132,162,36
69,70,37,47,6,0,6,0,0,0,40,70,6
70,71,37,56,5,0,0,5,0,0,168,198,5
71,72,57,68,15,0,15,0,0,0,67,97,15
72,73,47,16,25,25,0,0,0,0,0,197,25
73,74,44,17,9,0,0,0,9,0,68,98,9
74,75,46,13,8,0,0,0,0,8,139,169,8
75,76,49,11,18,0,0,18,0,0,0,192,18
76,77,49,42,13,0,0,13,0,0,63,93,13
77,78,53,43,14,0,0,0,14,0,169,199,14
78,79,61,52,3,0,3,0,0,0,86,116,3
79,80,57,48,23,0,0,0,0,23,82,112,23
80,81,56,37,6,0,0,0,6,0,168,198,6
81,82,55,54,26,0,0,26,0,0,84,114,26
82,83,15,47,16,0,0,0,16,0,0,196,16
83,84,14,37,11,0,0,0,11,0,0,198,11
84,85,11,31,7,0,7,0,0,0,91,121,7
85,86,16,22,41,0,41,0,0,0,0,196,41
86,87,4,18,35,0,0,0,0,35,84,114,35
87,88,28,18,26,0,26,0,0,0,83,113,26
88,89,26,52,9,0,0,9,0,0,64,94,9
89,90,26,35,15,0,0,15,0,0,166,196,15
90,91,31,67,3,0,0,0,0,3,85,115,3
91,92,15,19,1,0,0,0,1,0,0,194,1
92,93,22,22,2,2,0,0,0,0,18,48,2
93,94,18,24,22,22,0,0,0,0,169,199,22
94,95,26,27,27,0,0,0,0,27,0,207,27
95,96,25,24,20,0,0,0,20,0,0,205,20
96,97,22,27,11,0,11,0,0,0,0,204,11
97,98,25,21,12,0,0,0,12,0,123,153,12
98,99,19,21,10,0,0,0,0,10,0,198,10
99,100,20,26,9,0,0,0,0,9,73,103,9
100,101,18,18,17,0,0,0,17,0,165,195,17
