,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
0,1,40,50,0,0,0,0,0,0,0,3390,0
1,2,52,75,10,10,0,0,0,0,302,479,10
2,3,45,70,30,0,0,0,0,30,157,428,30
3,4,62,69,10,0,0,0,0,10,1138,1355,10
4,5,60,66,10,0,0,0,10,0,1247,1434,10
5,6,42,65,10,10,0,0,0,0,15,208,10
6,7,16,42,20,0,20,0,0,0,209,944,20
7,8,58,70,20,20,0,0,0,0,1059,1246,20
8,9,34,60,20,0,0,0,0,20,2035,3288,20
9,10,28,70,10,0,0,10,0,0,2090,3271,10
10,11,35,66,10,0,0,0,10,0,2311,3283,10
11,12,35,69,10,0,10,0,0,0,2428,3127,10
12,13,25,85,20,0,0,0,20,0,1772,2625,20
13,14,22,75,30,30,0,0,0,0,2135,2834,30
14,15,22,85,10,0,0,0,10,0,1586,2625,10
15,16,20,80,40,0,40,0,0,0,1858,2733,40
16,17,20,85,40,0,0,0,0,40,1512,2515,40
17,18,18,75,20,20,0,0,0,0,1895,2886,20
18,19,15,75,20,0,0,20,0,0,1299,2344,20
19,20,15,80,10,10,0,0,0,0,1461,2372,10
20,21,30,50,10,0,0,0,10,0,10,963,10
21,22,30,56,20,0,20,0,0,0,2062,3288,20
22,23,28,52,20,0,0,20,0,0,12,752,20
23,24,14,66,10,0,0,0,10,0,1316,2129,10
24,25,25,50,10,0,10,0,0,0,15,532,10
25,26,22,66,40,40,0,0,0,0,2177,2990,40
26,27,8,62,10,10,0,0,0,0,1036,2213,10
27,28,23,52,10,0,10,0,0,0,17,602,10
28,29,4,55,20,0,0,20,0,0,1010,2043,20
29,30,20,50,10,0,10,0,0,0,20,948,10
30,31,20,55,10,0,0,0,0,10,63,702,10
31,32,10,35,20,0,0,0,20,0,309,1412,20
32,33,10,40,30,0,30,0,0,0,336,1009,30
33,34,8,40,40,0,40,0,0,0,234,1295,40
34,35,8,45,20,0,0,20,0,0,954,1897,20
35,36,5,35,10,0,10,0,0,0,377,1534,10
36,37,5,45,10,0,10,0,0,0,819,1846,10
37,38,2,40,20,20,0,0,0,0,494,1607,20
38,39,0,40,30,0,0,0,30,0,637,1648,30
39,40,0,45,20,20,0,0,0,0,834,1641,20
40,41,36,18,10,0,0,0,10,0,1468,2329,10
41,42,35,32,10,10,0,0,0,0,2480,3195,10
42,43,33,32,20,0,20,0,0,0,2421,3070,20
43,44,33,35,10,0,0,10,0,0,2368,2937,10
44,45,32,20,10,0,0,0,0,10,1621,2364,10
45,46,30,30,10,0,10,0,0,0,1805,2564,10
46,47,34,25,30,0,0,0,0,30,1782,2395,30
47,48,30,35,10,0,0,10,0,0,2242,2877,10
48,49,36,40,10,0,0,0,0,10,2605,3266,10
49,50,48,20,10,0,0,0,10,0,812,1281,10
50,51,26,32,10,0,0,0,10,0,1842,2901,10
51,52,25,30,10,0,10,0,0,0,1883,2676,10
52,53,25,35,10,0,10,0,0,0,2070,2859,10
53,54,44,5,20,0,20,0,0,0,1078,1593,20
54,55,42,10,40,0,40,0,0,0,998,1481,40
55,56,42,15,10,0,10,0,0,0,897,1392,10
56,57,40,5,30,0,0,30,0,0,1083,1776,30
57,58,38,15,40,0,0,0,40,0,1426,2183,40
58,59,38,5,30,0,0,30,0,0,1133,1910,30
59,60,38,10,10,0,0,0,10,0,1392,2027,10
60,61,35,5,20,0,20,0,0,0,1180,2049,20
61,62,50,30,10,0,0,0,0,10,223,738,10
62,63,50,35,20,0,20,0,0,0,18,474,20
63,64,50,40,50,0,0,0,0,50,14,360,50
64,65,48,30,10,10,0,0,0,0,246,899,10
65,66,44,25,10,0,0,10,0,0,704,1197,10
66,67,47,35,10,0,0,0,10,0,393,942,10
67,68,47,40,10,0,0,0,0,10,12,424,10
68,69,42,30,10,0,0,10,0,0,641,1070,10
69,70,45,35,10,0,10,0,0,0,534,985,10
70,71,95,30,30,0,0,30,0,0,2119,2682,30
71,72,95,35,20,0,20,0,0,0,2192,2419,20
72,73,53,30,10,10,0,0,0,0,131,644,10
73,74,92,30,10,0,0,0,10,0,2169,2818,10
74,75,53,35,50,0,0,0,0,50,87,498,50
75,76,45,65,20,0,0,20,0,0,49,346,20
76,77,90,35,10,0,0,10,0,0,2106,2315,10
77,78,72,45,10,0,0,0,10,0,2701,3258,10
78,79,78,40,20,0,20,0,0,0,2599,3164,20
79,80,87,30,10,0,0,0,0,10,2505,2870,10
80,81,85,25,10,0,0,0,10,0,2369,2816,10
81,82,85,35,30,0,0,30,0,0,2563,3002,30
82,83,75,55,20,0,0,0,20,0,1894,2115,20
83,84,72,55,10,0,0,0,10,0,1751,2072,10
84,85,70,58,20,0,20,0,0,0,1617,1824,20
85,86,86,46,30,0,30,0,0,0,1969,2248,30
86,87,66,55,10,0,0,0,0,10,1710,1921,10
87,88,64,46,20,0,20,0,0,0,2976,3275,20
88,89,65,60,30,0,0,30,0,0,1482,1769,30
89,90,56,64,10,0,0,10,0,0,1275,1594,10
90,91,60,55,10,0,0,0,0,10,2789,3279,10
91,92,60,60,10,0,0,0,10,0,1440,1621,10
92,93,67,85,20,20,0,0,0,0,646,901,20
93,94,42,58,40,40,0,0,0,0,8,258,40
94,95,65,82,10,0,0,0,0,10,708,1027,10
95,96,62,80,30,0,0,0,30,0,852,1069,30
96,97,62,40,10,0,10,0,0,0,2713,3275,10
