,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
0,1,35,35,0,0,0,0,0,0,0,1000,0
1,2,41,49,10,10,0,0,0,0,190,974,10
2,3,35,17,7,0,0,0,0,7,18,792,7
3,4,55,45,13,0,0,0,0,13,289,822,13
4,5,55,20,19,0,0,0,19,0,679,800,19
5,6,15,30,26,26,0,0,0,0,20,906,26
6,7,25,30,3,0,3,0,0,0,355,574,3
7,8,20,50,5,5,0,0,0,0,72,669,5
8,9,10,43,9,0,0,0,0,9,393,492,9
9,10,55,60,16,0,0,16,0,0,394,503,16
10,11,30,60,16,0,0,0,16,0,517,692,16
11,12,20,65,12,0,12,0,0,0,206,325,12
12,13,50,35,19,0,0,0,19,0,15,725,19
13,14,30,25,23,23,0,0,0,0,694,823,23
14,15,15,10,20,0,0,0,20,0,32,694,20
15,16,30,5,8,0,8,0,0,0,176,299,8
16,17,10,20,19,0,0,0,0,19,102,543,19
17,18,5,30,2,2,0,0,0,0,673,930,2
18,19,20,40,12,0,0,12,0,0,229,582,12
19,20,15,60,17,17,0,0,0,0,95,552,17
20,21,45,65,9,0,0,0,9,0,418,829,9
21,22,45,20,11,0,11,0,0,0,18,727,11
22,23,45,10,18,0,0,18,0,0,349,554,18
23,24,55,5,29,0,0,0,29,0,206,325,29
24,25,65,35,3,0,3,0,0,0,435,960,3
25,26,65,20,6,6,0,0,0,0,826,956,6
26,27,45,30,17,17,0,0,0,0,328,927,17
27,28,35,40,16,0,16,0,0,0,44,315,16
28,29,41,37,16,0,0,16,0,0,6,526,16
29,30,64,42,9,0,9,0,0,0,29,513,9
30,31,40,60,21,0,0,0,0,21,199,414,21
31,32,31,52,27,0,0,0,27,0,17,744,27
32,33,35,69,23,0,23,0,0,0,482,955,23
33,34,53,52,11,0,11,0,0,0,24,299,11
34,35,65,55,14,0,0,14,0,0,265,878,14
35,36,63,65,8,0,8,0,0,0,626,873,8
36,37,2,60,5,0,5,0,0,0,41,328,5
37,38,20,20,8,8,0,0,0,0,339,960,8
38,39,5,5,16,0,0,0,16,0,298,409,16
39,40,60,12,31,31,0,0,0,0,33,344,31
40,41,40,25,9,0,0,0,9,0,300,497,9
41,42,42,7,5,5,0,0,0,0,336,571,5
42,43,24,12,5,0,5,0,0,0,25,292,5
43,44,23,3,7,0,0,7,0,0,458,867,7
44,45,11,14,18,0,0,0,0,18,230,343,18
45,46,6,38,16,0,16,0,0,0,29,309,16
46,47,2,48,1,0,0,0,0,1,338,805,1
47,48,8,56,27,0,0,27,0,0,34,602,27
48,49,13,52,36,0,0,0,0,36,200,962,36
49,50,6,68,30,0,0,0,30,0,441,600,30
50,51,47,47,13,0,0,0,13,0,272,917,13
51,52,49,58,10,0,10,0,0,0,176,625,10
52,53,27,43,9,0,9,0,0,0,11,748,9
53,54,37,31,14,0,14,0,0,0,403,500,14
54,55,57,29,18,0,18,0,0,0,475,900,18
55,56,63,23,2,0,2,0,0,0,620,739,2
56,57,53,12,6,0,0,6,0,0,525,752,6
57,58,32,12,7,0,0,0,7,0,246,705,7
58,59,36,26,18,0,0,18,0,0,854,980,18
59,60,21,24,28,0,0,0,28,0,17,972,28
60,61,17,34,3,0,3,0,0,0,449,971,3
61,62,12,24,13,0,0,0,0,13,126,541,13
62,63,24,58,19,0,19,0,0,0,168,297,19
63,64,27,69,10,0,0,0,0,10,34,588,10
64,65,15,77,9,9,0,0,0,0,154,393,9
65,66,62,77,20,0,0,20,0,0,49,308,20
66,67,49,73,25,0,0,0,25,0,532,753,25
67,68,67,5,25,0,0,0,0,25,291,404,25
68,69,56,39,36,0,0,36,0,0,577,812,36
69,70,37,47,6,0,6,0,0,0,165,290,6
70,71,37,56,5,0,0,5,0,0,668,968,5
71,72,57,68,15,0,15,0,0,0,98,537,15
72,73,47,16,25,25,0,0,0,0,22,915,25
73,74,44,17,9,0,0,0,9,0,143,564,9
74,75,46,13,8,0,0,0,0,8,681,802,8
75,76,49,11,18,0,0,18,0,0,27,711,18
76,77,49,42,13,0,0,13,0,0,281,382,13
77,78,53,43,14,0,0,0,14,0,821,948,14
78,79,61,52,3,0,3,0,0,0,324,559,3
79,80,57,48,23,0,0,0,0,23,377,476,23
80,81,56,37,6,0,0,0,6,0,719,968,6
81,82,55,54,26,0,0,26,0,0,268,599,26
82,83,15,47,16,0,0,0,16,0,23,761,16
83,84,14,37,11,0,0,0,11,0,21,842,11
84,85,11,31,7,0,7,0,0,0,425,522,7
85,86,16,22,41,0,41,0,0,0,110,727,41
86,87,4,18,35,0,0,0,0,35,230,623,35
87,88,28,18,26,0,26,0,0,0,397,470,26
88,89,26,52,9,0,0,9,0,0,219,448,9
89,90,26,35,15,0,0,15,0,0,409,981,15
90,91,31,67,3,0,0,0,0,3,225,654,3
91,92,15,19,1,0,0,0,1,0,222,964,1
92,93,22,22,2,2,0,0,0,0,18,159,2
93,94,18,24,22,22,0,0,0,0,691,969,22
94,95,26,27,27,0,0,0,0,27,190,749,27
95,96,25,24,20,0,0,0,20,0,14,793,20
96,97,22,27,11,0,11,0,0,0,344,953,11
97,98,25,21,12,0,0,0,12,0,462,823,12
98,99,19,21,10,0,0,0,0,10,21,748,10
99,100,20,26,9,0,0,0,0,9,328,437,9
100,101,18,18,17,0,0,0,17,0,821,965,17
