,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
0,1,40,50,0,0,0,0,0,0,0,960,0
1,2,25,85,20,20,0,0,0,0,591,874,20
2,3,22,75,30,0,0,0,0,30,73,350,30
3,4,22,85,10,0,0,0,0,10,473,588,10
4,5,20,80,40,0,0,0,40,0,418,913,40
5,6,20,85,20,20,0,0,0,0,40,390,20
6,7,18,75,20,0,20,0,0,0,249,646,20
7,8,15,75,20,20,0,0,0,0,281,438,20
8,9,15,80,10,0,0,0,0,10,272,581,10
9,10,10,35,20,0,0,20,0,0,236,625,20
10,11,10,40,30,0,0,0,30,0,470,687,30
11,12,8,40,40,0,40,0,0,0,33,510,40
12,13,8,45,20,0,0,0,20,0,166,399,20
13,14,5,35,10,10,0,0,0,0,359,911,10
14,15,5,45,10,0,0,0,10,0,35,457,10
15,16,2,40,20,0,20,0,0,0,39,538,20
16,17,0,40,20,0,0,0,0,20,214,415,20
17,18,0,45,20,20,0,0,0,0,359,909,20
18,19,44,5,20,0,0,20,0,0,338,451,20
19,20,42,10,40,40,0,0,0,0,205,422,40
20,21,42,15,10,0,0,0,10,0,511,682,10
21,22,40,5,10,0,10,0,0,0,158,391,10
22,23,40,15,40,0,0,40,0,0,263,606,40
23,24,38,5,30,0,0,0,30,0,45,522,30
24,25,38,15,10,0,10,0,0,0,598,883,10
25,26,35,5,20,20,0,0,0,0,348,904,20
26,27,95,30,30,30,0,0,0,0,509,668,30
27,28,95,35,20,0,20,0,0,0,57,664,20
28,29,92,30,10,0,0,10,0,0,68,349,10
29,30,90,35,10,0,10,0,0,0,131,376,10
30,31,88,30,10,0,0,0,0,10,114,497,10
31,32,88,35,20,0,0,0,20,0,102,347,20
32,33,87,30,10,0,10,0,0,0,564,797,10
33,34,85,25,10,0,10,0,0,0,51,673,10
34,35,85,35,30,0,0,30,0,0,462,631,30
35,36,67,85,20,0,20,0,0,0,396,905,20
36,37,65,85,40,0,40,0,0,0,43,712,40
37,38,65,82,10,10,0,0,0,0,530,703,10
38,39,62,80,30,0,0,0,30,0,131,544,30
39,40,60,80,10,10,0,0,0,0,36,800,10
40,41,60,85,30,0,0,0,30,0,233,544,30
41,42,58,75,20,20,0,0,0,0,207,664,20
42,43,55,80,10,0,10,0,0,0,33,624,10
43,44,55,85,20,0,0,20,0,0,549,718,20
44,45,55,82,10,0,0,0,0,10,62,491,10
45,46,20,82,10,0,10,0,0,0,37,677,10
46,47,18,80,10,0,0,0,0,10,435,662,10
47,48,2,45,10,0,0,10,0,0,38,366,10
48,49,42,5,10,0,0,0,0,10,636,904,10
49,50,42,12,10,0,0,0,10,0,423,576,10
50,51,72,35,30,0,0,0,30,0,471,662,30
51,52,55,20,19,0,19,0,0,0,281,490,19
52,53,25,30,3,0,3,0,0,0,109,360,3
53,54,20,50,5,0,5,0,0,0,284,585,5
54,55,55,60,16,0,16,0,0,0,568,753,16
55,56,30,60,16,0,16,0,0,0,421,896,16
56,57,50,35,19,0,0,19,0,0,404,829,19
57,58,30,25,23,0,0,0,23,0,347,566,23
58,59,15,10,20,0,0,20,0,0,380,902,20
59,60,10,20,19,0,0,0,19,0,42,466,19
60,61,15,60,17,0,17,0,0,0,613,894,17
61,62,45,65,9,0,0,0,0,9,230,405,9
62,63,65,35,3,0,3,0,0,0,29,587,3
63,64,65,20,6,0,0,0,0,6,39,353,6
64,65,45,30,17,17,0,0,0,0,20,497,17
65,66,35,40,16,0,0,16,0,0,11,570,16
66,67,41,37,16,0,0,0,16,0,423,828,16
67,68,64,42,9,0,0,0,0,9,112,543,9
68,69,40,60,21,0,0,21,0,0,441,902,21
69,70,31,52,27,0,27,0,0,0,9,532,27
70,71,35,69,23,0,0,23,0,0,211,930,23
71,72,65,55,14,0,14,0,0,0,201,400,14
72,73,63,65,8,8,0,0,0,0,27,382,8
73,74,2,60,5,0,0,0,5,0,255,436,5
74,75,20,20,8,0,0,0,0,8,427,913,8
75,76,5,5,16,0,0,16,0,0,183,400,16
76,77,60,12,31,0,0,31,0,0,162,493,31
77,78,23,3,7,0,0,0,7,0,360,900,7
78,79,8,56,27,0,27,0,0,0,195,654,27
79,80,6,68,30,0,0,0,0,30,258,565,30
80,81,47,47,13,0,0,0,13,0,426,942,13
81,82,49,58,10,0,0,10,0,0,369,460,10
82,83,27,43,9,0,0,0,9,0,85,338,9
83,84,37,31,14,0,0,0,14,0,19,326,14
84,85,57,29,18,0,18,0,0,0,304,605,18
85,86,63,23,2,0,2,0,0,0,318,489,2
86,87,21,24,28,0,0,0,0,28,332,485,28
87,88,12,24,13,0,13,0,0,0,365,472,13
88,89,24,58,19,0,0,19,0,0,100,539,19
89,90,67,5,25,0,0,25,0,0,565,897,25
90,91,37,47,6,0,0,0,0,6,324,513,6
91,92,49,42,13,0,0,0,13,0,651,906,13
92,93,53,43,14,14,0,0,0,0,14,669,14
93,94,61,52,3,3,0,0,0,0,298,928,3
94,95,57,48,23,0,0,0,0,23,385,518,23
95,96,56,37,6,0,0,0,6,0,20,299,6
96,97,55,54,26,0,26,0,0,0,538,705,26
97,98,4,18,35,0,0,0,35,0,546,667,35
98,99,26,52,9,0,0,0,0,9,109,354,9
99,100,26,35,15,0,0,0,0,15,170,565,15
100,101,31,67,3,0,0,0,3,0,262,930,3
