,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
0,1,40,50,0,0,0,0,0,0,0,240,0
1,2,25,85,20,20,0,0,0,0,130,190,20
2,3,22,75,30,0,0,0,0,30,35,95,30
3,4,22,85,10,0,0,0,0,10,94,154,10
4,5,20,80,40,0,0,0,40,0,126,186,40
5,6,20,85,20,20,0,0,0,0,40,100,20
6,7,18,75,20,0,20,0,0,0,80,140,20
7,8,15,75,20,20,0,0,0,0,64,124,20
8,9,15,80,10,0,0,0,0,10,76,136,10
9,10,10,35,20,0,0,20,0,0,76,136,20
10,11,10,40,30,0,0,0,30,0,104,164,30
11,12,8,40,40,0,40,0,0,0,44,104,40
12,13,8,45,20,0,0,0,20,0,49,109,20
13,14,5,35,10,10,0,0,0,0,127,187,10
14,15,5,45,10,0,0,0,10,0,35,95,10
15,16,2,40,20,0,20,0,0,0,43,103,20
16,17,0,40,20,0,0,0,0,20,57,117,20
17,18,0,45,20,20,0,0,0,0,129,189,20
18,19,44,5,20,0,0,20,0,0,72,132,20
19,20,42,10,40,40,0,0,0,0,57,117,40
20,21,42,15,10,0,0,0,10,0,107,167,10
21,22,40,5,10,0,10,0,0,0,52,112,10
22,23,40,15,40,0,0,40,0,0,77,137,40
23,24,38,5,30,0,0,0,30,0,50,110,30
24,25,38,15,10,0,10,0,0,0,133,193,10
25,26,35,5,20,20,0,0,0,0,124,184,20
26,27,95,30,30,30,0,0,0,0,100,160,30
27,28,95,35,20,0,20,0,0,0,57,117,20
28,29,92,30,10,0,0,10,0,0,55,115,10
29,30,90,35,10,0,10,0,0,0,52,112,10
30,31,88,30,10,0,0,0,0,10,59,119,10
31,32,88,35,20,0,0,0,20,0,50,110,20
32,33,87,30,10,0,10,0,0,0,116,176,10
33,34,85,25,10,0,10,0,0,0,51,111,10
34,35,85,35,30,0,0,30,0,0,96,156,30
35,36,67,85,20,0,20,0,0,0,124,184,20
36,37,65,85,40,0,40,0,0,0,43,103,40
37,38,65,82,10,10,0,0,0,0,109,169,10
38,39,62,80,30,0,0,0,30,0,60,120,30
39,40,60,80,10,10,0,0,0,0,36,96,10
40,41,60,85,30,0,0,0,30,0,70,130,30
41,42,58,75,20,20,0,0,0,0,77,137,20
42,43,55,80,10,0,10,0,0,0,33,93,10
43,44,55,85,20,0,0,20,0,0,113,173,20
44,45,55,82,10,0,0,0,0,10,49,109,10
45,46,20,82,10,0,10,0,0,0,37,97,10
46,47,18,80,10,0,0,0,0,10,98,158,10
47,48,2,45,10,0,0,10,0,0,38,98,10
48,49,42,5,10,0,0,0,0,10,124,184,10
49,50,42,12,10,0,0,0,10,0,89,149,10
50,51,72,35,30,0,0,0,30,0,101,161,30
51,52,55,20,19,0,19,0,0,0,68,128,19
52,53,25,30,3,0,3,0,0,0,37,97,3
53,54,20,50,5,0,5,0,0,0,76,136,5
54,55,55,60,16,0,16,0,0,0,124,184,16
55,56,30,60,16,0,16,0,0,0,125,185,16
56,57,50,35,19,0,0,19,0,0,115,175,19
57,58,30,25,23,0,0,0,23,0,81,141,23
58,59,15,10,20,0,0,20,0,0,122,182,20
59,60,10,20,19,0,0,0,19,0,42,102,19
60,61,15,60,17,0,17,0,0,0,140,200,17
61,62,45,65,9,0,0,0,0,9,51,111,9
62,63,65,35,3,0,3,0,0,0,37,97,3
63,64,65,20,6,0,0,0,0,6,39,99,6
64,65,45,30,17,17,0,0,0,0,38,98,17
65,66,35,40,16,0,0,16,0,0,11,71,16
66,67,41,37,16,0,0,0,16,0,118,178,16
67,68,64,42,9,0,0,0,0,9,55,115,9
68,69,40,60,21,0,0,21,0,0,129,189,21
69,70,31,52,27,0,27,0,0,0,26,86,27
70,71,35,69,23,0,0,23,0,0,150,210,23
71,72,65,55,14,0,14,0,0,0,50,110,14
72,73,63,65,8,8,0,0,0,0,27,87,8
73,74,2,60,5,0,0,0,5,0,62,122,5
74,75,20,20,8,0,0,0,0,8,126,186,8
75,76,5,5,16,0,0,16,0,0,59,119,16
76,77,60,12,31,0,0,31,0,0,60,120,31
77,78,23,3,7,0,0,0,7,0,120,180,7
78,79,8,56,27,0,27,0,0,0,75,135,27
79,80,6,68,30,0,0,0,0,30,74,134,30
80,81,47,47,13,0,0,0,13,0,162,222,13
81,82,49,58,10,0,0,10,0,0,71,131,10
82,83,27,43,9,0,0,0,9,0,27,87,9
83,84,37,31,14,0,0,0,14,0,20,80,14
84,85,57,29,18,0,18,0,0,0,81,141,18
85,86,63,23,2,0,2,0,0,0,72,132,2
86,87,21,24,28,0,0,0,0,28,72,132,28
87,88,12,24,13,0,13,0,0,0,75,135,13
88,89,24,58,19,0,0,19,0,0,52,112,19
89,90,67,5,25,0,0,25,0,0,117,177,25
90,91,37,47,6,0,0,0,0,6,71,131,6
91,92,49,42,13,0,0,0,13,0,152,212,13
92,93,53,43,14,14,0,0,0,0,14,74,14
93,94,61,52,3,3,0,0,0,0,148,208,3
94,95,57,48,23,0,0,0,0,23,80,140,23
95,96,56,37,6,0,0,0,6,0,20,80,6
96,97,55,54,26,0,26,0,0,0,117,177,26
97,98,4,18,35,0,0,0,35,0,105,165,35
98,99,26,52,9,0,0,0,0,9,31,91,9
99,100,26,35,15,0,0,0,0,15,62,122,15
100,101,31,67,3,0,0,0,3,0,150,210,3
