,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
0,1,35,35,0,0,0,0,0,0,0,230,0
1,2,41,49,10,10,0,0,0,0,73,204,10
2,3,35,17,7,0,0,0,0,7,18,147,7
3,4,55,45,13,0,0,0,0,13,76,165,13
4,5,55,20,19,0,0,0,19,0,73,195,19
5,6,15,30,26,26,0,0,0,0,20,167,26
6,7,25,30,3,0,3,0,0,0,49,158,3
7,8,20,50,5,5,0,0,0,0,36,135,5
8,9,10,43,9,0,0,0,0,9,50,149,9
9,10,55,60,16,0,0,16,0,0,47,156,16
10,11,30,60,16,0,0,0,16,0,85,172,16
11,12,20,65,12,0,12,0,0,0,33,152,12
12,13,50,35,19,0,0,0,19,0,15,133,19
13,14,30,25,23,23,0,0,0,0,79,208,23
14,15,15,10,20,0,0,0,20,0,32,187,20
15,16,30,5,8,0,8,0,0,0,30,152,8
16,17,10,20,19,0,0,0,0,19,29,139,19
17,18,5,30,2,2,0,0,0,0,60,189,2
18,19,20,40,12,0,0,12,0,0,47,136,12
19,20,15,60,17,17,0,0,0,0,32,146,17
20,21,45,65,9,0,0,0,9,0,79,182,9
21,22,45,20,11,0,11,0,0,0,18,136,11
22,23,45,10,18,0,0,18,0,0,50,153,18
23,24,55,5,29,0,0,0,29,0,36,155,29
24,25,65,35,3,0,3,0,0,0,58,190,3
25,26,65,20,6,6,0,0,0,0,56,186,6
26,27,45,30,17,17,0,0,0,0,87,186,17
27,28,35,40,16,0,16,0,0,0,5,140,16
28,29,41,37,16,0,0,16,0,0,6,136,16
29,30,64,42,9,0,9,0,0,0,29,150,9
30,31,40,60,21,0,0,0,0,21,25,132,21
31,32,31,52,27,0,0,0,27,0,17,138,27
32,33,35,69,23,0,23,0,0,0,67,186,23
33,34,53,52,11,0,11,0,0,0,24,161,11
34,35,65,55,14,0,0,14,0,0,70,173,14
35,36,63,65,8,0,8,0,0,0,54,178,8
36,37,2,60,5,0,5,0,0,0,41,178,5
37,38,20,20,8,8,0,0,0,0,87,190,8
38,39,5,5,16,0,0,0,16,0,42,153,16
39,40,60,12,31,31,0,0,0,0,33,186,31
40,41,40,25,9,0,0,0,9,0,40,139,9
41,42,42,7,5,5,0,0,0,0,43,160,5
42,43,24,12,5,0,5,0,0,0,25,158,5
43,44,23,3,7,0,0,7,0,0,82,185,7
44,45,11,14,18,0,0,0,0,18,31,144,18
45,46,6,38,16,0,16,0,0,0,29,169,16
46,47,2,48,1,0,0,0,0,1,63,180,1
47,48,8,56,27,0,0,27,0,0,34,176,27
48,49,13,52,36,0,0,0,0,36,65,192,36
49,50,6,68,30,0,0,0,30,0,73,152,30
50,51,47,47,13,0,0,0,13,0,75,182,13
51,52,49,58,10,0,10,0,0,0,36,149,10
52,53,27,43,9,0,9,0,0,0,11,133,9
53,54,37,31,14,0,14,0,0,0,51,148,14
54,55,57,29,18,0,18,0,0,0,90,197,18
55,56,63,23,2,0,2,0,0,0,69,189,2
56,57,53,12,6,0,0,6,0,0,76,190,6
57,58,32,12,7,0,0,0,7,0,48,163,7
58,59,36,26,18,0,0,18,0,0,84,210,18
59,60,21,24,28,0,0,0,28,0,17,183,28
60,61,17,34,3,0,3,0,0,0,70,201,3
61,62,12,24,13,0,0,0,0,13,29,132,13
62,63,24,58,19,0,19,0,0,0,25,154,19
63,64,27,69,10,0,0,0,0,10,34,172,10
64,65,15,77,9,9,0,0,0,0,46,165,9
65,66,62,77,20,0,0,20,0,0,49,170,20
66,67,49,73,25,0,0,0,25,0,68,179,25
67,68,67,5,25,0,0,0,0,25,43,156,25
68,69,56,39,36,0,0,36,0,0,80,198,36
69,70,37,47,6,0,6,0,0,0,12,137,6
70,71,37,56,5,0,0,5,0,0,48,198,5
71,72,57,68,15,0,15,0,0,0,39,148,15
72,73,47,16,25,25,0,0,0,0,22,170,25
73,74,44,17,9,0,0,0,9,0,30,135,9
74,75,46,13,8,0,0,0,0,8,74,195,8
75,76,49,11,18,0,0,18,0,0,27,141,18
76,77,49,42,13,0,0,13,0,0,27,128,13
77,78,53,43,14,0,0,0,14,0,72,200,14
78,79,61,52,3,0,3,0,0,0,42,159,3
79,80,57,48,23,0,0,0,0,23,47,146,23
80,81,56,37,6,0,0,0,6,0,73,198,6
81,82,55,54,26,0,0,26,0,0,57,140,26
82,83,15,47,16,0,0,0,16,0,23,146,16
83,84,14,37,11,0,0,0,11,0,21,157,11
84,85,11,31,7,0,7,0,0,0,57,154,7
85,86,16,22,41,0,41,0,0,0,44,147,41
86,87,4,18,35,0,0,0,0,35,49,148,35
87,88,28,18,26,0,26,0,0,0,61,134,26
88,89,26,52,9,0,0,9,0,0,21,136,9
89,90,26,35,15,0,0,15,0,0,68,211,15
90,91,31,67,3,0,0,0,0,3,46,153,3
91,92,15,19,1,0,0,0,1,0,70,194,1
92,93,22,22,2,2,0,0,0,0,18,159,2
93,94,18,24,22,22,0,0,0,0,60,199,22
94,95,26,27,27,0,0,0,0,27,58,151,27
95,96,25,24,20,0,0,0,20,0,14,143,20
96,97,22,27,11,0,11,0,0,0,89,190,11
97,98,25,21,12,0,0,0,12,0,92,183,12
98,99,19,21,10,0,0,0,0,10,21,142,10
99,100,20,26,9,0,0,0,0,9,33,142,9
100,101,18,18,17,0,0,0,17,0,51,195,17
