,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
0,1,40,50,0,0,0,0,0,0,0,3390,0
1,2,52,75,10,10,0,0,0,0,213,568,10
2,3,45,70,30,0,0,0,0,30,22,563,30
3,4,62,69,10,0,0,0,0,10,1030,1463,10
4,5,60,66,10,0,0,0,10,0,1154,1527,10
5,6,42,65,10,10,0,0,0,0,15,402,10
6,7,16,42,20,0,20,0,0,0,331,822,20
7,8,58,70,20,20,0,0,0,0,965,1340,20
8,9,34,60,20,0,0,0,0,20,2653,3280,20
9,10,28,70,10,0,0,10,0,0,2385,2976,10
10,11,35,66,10,0,0,0,10,0,2628,3113,10
11,12,35,69,10,0,10,0,0,0,2603,2952,10
12,13,25,85,20,0,0,0,20,0,1985,2412,20
13,14,22,75,30,30,0,0,0,0,2310,2659,30
14,15,22,85,10,0,0,0,10,0,1846,2365,10
15,16,20,80,40,0,40,0,0,0,2077,2514,40
16,17,20,85,40,0,0,0,0,40,1763,2264,40
17,18,18,75,20,20,0,0,0,0,2143,2638,20
18,19,15,75,20,0,0,20,0,0,1560,2083,20
19,20,15,80,10,10,0,0,0,0,1689,2144,10
20,21,30,50,10,0,0,0,10,0,10,645,10
21,22,30,56,20,0,20,0,0,0,2675,3288,20
22,23,28,52,20,0,0,20,0,0,12,505,20
23,24,14,66,10,0,0,0,10,0,1519,1926,10
24,25,25,50,10,0,10,0,0,0,23,368,10
25,26,22,66,40,40,0,0,0,0,2380,2787,40
26,27,8,62,10,10,0,0,0,0,1330,1919,10
27,28,23,52,10,0,10,0,0,0,93,484,10
28,29,4,55,20,0,0,20,0,0,1268,1785,20
29,30,20,50,10,0,10,0,0,0,168,787,10
30,31,20,55,10,0,0,0,0,10,170,595,10
31,32,10,35,20,0,0,0,20,0,585,1136,20
32,33,10,40,30,0,30,0,0,0,448,897,30
33,34,8,40,40,0,40,0,0,0,499,1030,40
34,35,8,45,20,0,0,20,0,0,1190,1661,20
35,36,5,35,10,0,10,0,0,0,666,1245,10
36,37,5,45,10,0,10,0,0,0,1076,1589,10
37,38,2,40,20,20,0,0,0,0,772,1329,20
38,39,0,40,30,0,0,0,30,0,890,1395,30
39,40,0,45,20,20,0,0,0,0,1036,1439,20
40,41,36,18,10,0,0,0,10,0,1612,2185,10
41,42,35,32,10,10,0,0,0,0,2599,3076,10
42,43,33,32,20,0,20,0,0,0,2529,2962,20
43,44,33,35,10,0,0,10,0,0,2463,2842,10
44,45,32,20,10,0,0,0,0,10,1745,2240,10
45,46,30,30,10,0,10,0,0,0,1932,2437,10
46,47,34,25,30,0,0,0,0,30,1884,2293,30
47,48,30,35,10,0,0,10,0,0,2348,2771,10
48,49,36,40,10,0,0,0,0,10,2715,3156,10
49,50,48,20,10,0,0,0,10,0,812,1281,10
50,51,26,32,10,0,0,0,10,0,2018,2725,10
51,52,25,30,10,0,10,0,0,0,2015,2544,10
52,53,25,35,10,0,10,0,0,0,2201,2728,10
53,54,44,5,20,0,20,0,0,0,1078,1593,20
54,55,42,10,40,0,40,0,0,0,998,1481,40
55,56,42,15,10,0,10,0,0,0,897,1392,10
56,57,40,5,30,0,0,30,0,0,1199,1660,30
57,58,38,15,40,0,0,0,40,0,1552,2057,40
58,59,38,5,30,0,0,30,0,0,1263,1780,30
59,60,38,10,10,0,0,0,10,0,1498,1921,10
60,61,35,5,20,0,20,0,0,0,1325,1904,20
61,62,50,30,10,0,0,0,0,10,223,738,10
