,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
0,1,40,50,0,0,0,0,0,0,0,1236,0
1,2,45,68,10,10,0,0,0,0,0,1127,10
2,3,45,70,30,0,0,0,0,30,0,1125,30
3,4,42,66,10,0,0,0,0,10,0,1129,10
4,5,42,68,10,0,0,0,10,0,727,782,10
5,6,42,65,10,10,0,0,0,0,0,1130,10
6,7,40,69,20,0,20,0,0,0,621,702,20
7,8,40,66,20,20,0,0,0,0,0,1130,20
8,9,38,68,20,0,0,0,0,20,255,324,20
9,10,38,70,10,0,0,10,0,0,534,605,10
10,11,35,66,10,0,0,0,10,0,357,410,10
11,12,35,69,10,0,10,0,0,0,448,505,10
12,13,25,85,20,0,0,0,20,0,0,1107,20
13,14,22,75,30,30,0,0,0,0,30,92,30
14,15,22,85,10,0,0,0,10,0,567,620,10
15,16,20,80,40,0,40,0,0,0,384,429,40
16,17,20,85,40,0,0,0,0,40,475,528,40
17,18,18,75,20,20,0,0,0,0,99,148,20
18,19,15,75,20,0,0,20,0,0,179,254,20
19,20,15,80,10,10,0,0,0,0,278,345,10
20,21,30,50,10,0,0,0,10,0,10,73,10
21,22,30,52,20,0,20,0,0,0,0,1135,20
22,23,28,52,20,0,0,20,0,0,812,883,20
23,24,28,55,10,0,0,0,10,0,732,777,10
24,25,25,50,10,0,10,0,0,0,65,144,10
25,26,25,52,40,40,0,0,0,0,169,224,40
26,27,25,55,10,10,0,0,0,0,0,1130,10
27,28,23,52,10,0,10,0,0,0,261,316,10
28,29,23,55,20,0,0,20,0,0,546,593,20
29,30,20,50,10,0,10,0,0,0,358,405,10
30,31,20,55,10,0,0,0,0,10,449,504,10
31,32,10,35,20,0,0,0,20,0,0,1112,20
32,33,10,40,30,0,30,0,0,0,31,100,30
33,34,8,40,40,0,40,0,0,0,87,158,40
34,35,8,45,20,0,0,20,0,0,0,1113,20
35,36,5,35,10,0,10,0,0,0,283,344,10
36,37,5,45,10,0,10,0,0,0,665,716,10
37,38,2,40,20,20,0,0,0,0,0,1106,20
38,39,0,40,30,0,0,0,30,0,479,522,30
39,40,0,45,20,20,0,0,0,0,567,624,20
40,41,35,30,10,0,0,0,10,0,264,321,10
41,42,35,32,10,10,0,0,0,0,166,235,10
42,43,33,32,20,0,20,0,0,0,68,149,20
43,44,33,35,10,0,0,10,0,0,16,80,10
44,45,32,30,10,0,0,0,0,10,359,412,10
45,46,30,30,10,0,10,0,0,0,541,600,10
46,47,30,32,30,0,0,0,0,30,448,509,30
47,48,30,35,10,0,0,10,0,0,1054,1127,10
48,49,28,30,10,0,0,0,0,10,0,1122,10
49,50,28,35,10,0,0,0,10,0,1001,1066,10
50,51,26,32,10,0,0,0,10,0,0,1123,10
51,52,25,30,10,0,10,0,0,0,725,786,10
52,53,25,35,10,0,10,0,0,0,0,1124,10
53,54,44,5,20,0,20,0,0,0,286,347,20
54,55,42,10,40,0,40,0,0,0,186,257,40
55,56,42,15,10,0,10,0,0,0,95,158,10
56,57,40,5,30,0,0,30,0,0,385,436,30
57,58,40,15,40,0,0,0,40,0,35,87,40
58,59,38,5,30,0,0,30,0,0,471,534,30
59,60,38,15,10,0,0,0,10,0,0,1110,10
60,61,35,5,20,0,20,0,0,0,562,629,20
61,62,50,30,10,0,0,0,0,10,531,610,10
62,63,50,35,20,0,20,0,0,0,262,317,20
63,64,50,40,50,0,0,0,0,50,171,218,50
64,65,48,30,10,10,0,0,0,0,632,693,10
65,66,48,40,10,0,0,10,0,0,76,129,10
66,67,47,35,10,0,0,0,10,0,826,875,10
67,68,47,40,10,0,0,0,0,10,12,77,10
68,69,45,30,10,0,0,10,0,0,734,777,10
69,70,45,35,10,0,10,0,0,0,916,969,10
70,71,95,30,30,0,0,30,0,0,387,456,30
71,72,95,35,20,0,20,0,0,0,293,360,20
72,73,53,30,10,10,0,0,0,0,0,1122,10
73,74,92,30,10,0,0,0,10,0,478,551,10
74,75,53,35,50,0,0,0,0,50,353,412,50
75,76,45,65,20,0,0,20,0,0,0,1130,20
76,77,90,35,10,0,0,10,0,0,203,260,10
77,78,88,30,10,0,0,0,10,0,574,643,10
78,79,88,35,20,0,20,0,0,0,109,170,20
79,80,87,30,10,0,0,0,0,10,668,731,10
80,81,85,25,10,0,0,0,10,0,769,820,10
81,82,85,35,30,0,0,30,0,0,47,124,30
82,83,75,55,20,0,0,0,20,0,0,1110,20
83,84,72,55,10,0,0,0,10,0,0,1113,10
84,85,70,58,20,0,20,0,0,0,458,523,20
85,86,68,60,30,0,30,0,0,0,0,1116,30
86,87,66,55,10,0,0,0,0,10,173,238,10
87,88,65,55,20,0,20,0,0,0,85,144,20
88,89,65,60,30,0,0,30,0,0,645,708,30
89,90,63,58,10,0,0,10,0,0,737,802,10
90,91,60,55,10,0,0,0,0,10,20,84,10
91,92,60,60,10,0,0,0,10,0,0,1123,10
92,93,67,85,20,20,0,0,0,0,368,441,20
93,94,65,85,40,40,0,0,0,0,475,518,40
94,95,65,82,10,0,0,0,0,10,0,1105,10
95,96,62,80,30,0,0,0,30,0,0,1108,30
96,97,60,80,10,0,10,0,0,0,0,1109,10
97,98,60,85,30,0,0,0,30,0,561,622,30
98,99,58,75,20,0,0,0,0,20,0,1115,20
99,100,55,80,10,0,0,0,0,10,743,820,10
100,101,55,85,20,0,0,0,20,0,647,726,20
