,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
0,1,40,50,0,0,0,0,0,0,0,1236,0
1,2,45,68,10,10,0,0,0,0,830,1049,10
2,3,45,70,30,0,0,0,0,30,756,939,30
3,4,42,66,10,0,0,0,0,10,16,336,10
4,5,42,68,10,0,0,0,10,0,643,866,10
5,6,42,65,10,10,0,0,0,0,15,226,10
6,7,40,69,20,0,20,0,0,0,499,824,20
7,8,40,66,20,20,0,0,0,0,87,308,20
8,9,38,68,20,0,0,0,0,20,150,429,20
9,10,38,70,10,0,0,10,0,0,429,710,10
10,11,35,66,10,0,0,0,10,0,279,488,10
11,12,35,69,10,0,10,0,0,0,363,590,10
12,13,25,85,20,0,0,0,20,0,547,826,20
13,14,22,75,30,30,0,0,0,0,30,280,30
14,15,22,85,10,0,0,0,10,0,489,698,10
15,16,20,80,40,0,40,0,0,0,318,495,40
16,17,20,85,40,0,0,0,0,40,394,609,40
17,18,18,75,20,20,0,0,0,0,33,226,20
18,19,15,75,20,0,0,20,0,0,68,365,20
19,20,15,80,10,10,0,0,0,0,176,447,10
20,21,30,50,10,0,0,0,10,0,10,265,10
21,22,30,52,20,0,20,0,0,0,836,1043,20
22,23,28,52,20,0,0,20,0,0,704,991,20
23,24,28,55,10,0,0,0,10,0,664,845,10
24,25,25,50,10,0,10,0,0,0,15,333,10
25,26,25,52,40,40,0,0,0,0,88,305,40
26,27,25,55,10,10,0,0,0,0,502,821,10
27,28,23,52,10,0,10,0,0,0,179,398,10
28,29,23,55,20,0,0,20,0,0,476,663,20
29,30,20,50,10,0,10,0,0,0,288,475,10
30,31,20,55,10,0,0,0,0,10,368,585,10
31,32,10,35,20,0,0,0,20,0,144,293,20
32,33,10,40,30,0,30,0,0,0,31,309,30
33,34,8,40,40,0,40,0,0,0,33,313,40
34,35,8,45,20,0,0,20,0,0,655,912,20
35,36,5,35,10,0,10,0,0,0,191,436,10
36,37,5,45,10,0,10,0,0,0,588,793,10
37,38,2,40,20,20,0,0,0,0,305,512,20
38,39,0,40,30,0,0,0,30,0,414,587,30
39,40,0,45,20,20,0,0,0,0,481,710,20
40,41,35,30,10,0,0,0,10,0,180,405,10
41,42,35,32,10,10,0,0,0,0,63,338,10
42,43,33,32,20,0,20,0,0,0,19,345,20
43,44,33,35,10,0,0,10,0,0,16,273,10
44,45,32,30,10,0,0,0,0,10,278,493,10
45,46,30,30,10,0,10,0,0,0,453,688,10
46,47,30,32,30,0,0,0,0,30,355,602,30
47,48,30,35,10,0,0,10,0,0,837,1127,10
48,49,28,30,10,0,0,0,0,10,539,786,10
49,50,28,35,10,0,0,0,10,0,867,1126,10
50,51,26,32,10,0,0,0,10,0,719,976,10
51,52,25,30,10,0,10,0,0,0,635,876,10
52,53,25,35,10,0,10,0,0,0,825,1056,10
53,54,44,5,20,0,20,0,0,0,193,440,20
54,55,42,10,40,0,40,0,0,0,78,365,40
55,56,42,15,10,0,10,0,0,0,35,287,10
56,57,40,5,30,0,0,30,0,0,308,513,30
57,58,40,15,40,0,0,0,40,0,35,246,40
58,59,38,5,30,0,0,30,0,0,376,629,30
59,60,38,15,10,0,0,0,10,0,519,872,10
60,61,35,5,20,0,20,0,0,0,463,728,20
61,62,50,30,10,0,0,0,0,10,412,729,10
62,63,50,35,20,0,20,0,0,0,181,398,20
63,64,50,40,50,0,0,0,0,50,100,289,50
64,65,48,30,10,10,0,0,0,0,539,786,10
65,66,48,40,10,0,0,10,0,0,12,223,10
66,67,47,35,10,0,0,0,10,0,753,948,10
67,68,47,40,10,0,0,0,0,10,12,275,10
68,69,45,30,10,0,0,10,0,0,669,842,10
69,70,45,35,10,0,10,0,0,0,836,1049,10
70,71,95,30,30,0,0,30,0,0,284,559,30
71,72,95,35,20,0,20,0,0,0,194,459,20
72,73,53,30,10,10,0,0,0,0,367,588,10
73,74,92,30,10,0,0,0,10,0,370,659,10
74,75,53,35,50,0,0,0,0,50,263,502,50
75,76,45,65,20,0,0,20,0,0,847,1130,20
76,77,90,35,10,0,0,10,0,0,119,344,10
77,78,88,30,10,0,0,0,10,0,469,748,10
78,79,88,35,20,0,20,0,0,0,50,295,20
79,80,87,30,10,0,0,0,0,10,573,826,10
80,81,85,25,10,0,0,0,10,0,694,895,10
81,82,85,35,30,0,0,30,0,0,47,356,30
82,83,75,55,20,0,0,0,20,0,293,496,20
83,84,72,55,10,0,0,0,10,0,154,449,10
84,85,70,58,20,0,20,0,0,0,360,621,20
85,86,68,60,30,0,30,0,0,0,470,697,30
86,87,66,55,10,0,0,0,0,10,76,335,10
87,88,65,55,20,0,20,0,0,0,25,260,20
88,89,65,60,30,0,0,30,0,0,551,802,30
89,90,63,58,10,0,0,10,0,0,640,899,10
90,91,60,55,10,0,0,0,0,10,20,276,10
91,92,60,60,10,0,0,0,10,0,756,969,10
92,93,67,85,20,20,0,0,0,0,257,552,20
93,94,65,85,40,40,0,0,0,0,409,584,40
94,95,65,82,10,0,0,0,0,10,209,412,10
95,96,62,80,30,0,0,0,30,0,130,305,30
96,97,60,80,10,0,10,0,0,0,36,283,10
97,98,60,85,30,0,0,0,30,0,470,713,30
98,99,58,75,20,0,0,0,0,20,30,248,20
99,100,55,80,10,0,0,0,0,10,628,935,10
100,101,55,85,20,0,0,0,20,0,530,843,20
