,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
0,1,40,50,0,0,0,0,0,0,0,3390,0
1,2,52,75,10,10,0,0,0,0,0,3272,10
2,3,45,70,30,0,0,0,0,30,0,3279,30
3,4,62,69,10,0,0,0,0,10,0,3270,10
4,5,60,66,10,0,0,0,10,0,1261,1421,10
5,6,42,65,10,10,0,0,0,0,0,3284,10
6,7,16,42,20,0,20,0,0,0,497,657,20
7,8,58,70,20,20,0,0,0,0,0,3273,20
8,9,34,60,20,0,0,0,0,20,2887,3047,20
9,10,28,70,10,0,0,10,0,0,2601,2761,10
10,11,35,66,10,0,0,0,10,0,2791,2951,10
11,12,35,69,10,0,10,0,0,0,2698,2858,10
12,13,25,85,20,0,0,0,20,0,0,3261,20
13,14,22,75,30,30,0,0,0,0,2405,2565,30
14,15,22,85,10,0,0,0,10,0,0,3260,10
15,16,20,80,40,0,40,0,0,0,2216,2376,40
16,17,20,85,40,0,0,0,0,40,0,3259,40
17,18,18,75,20,20,0,0,0,0,2311,2471,20
18,19,15,75,20,0,0,20,0,0,0,3264,20
19,20,15,80,10,10,0,0,0,0,0,3260,10
20,21,30,50,10,0,0,0,10,0,0,3290,10
21,22,30,56,20,0,20,0,0,0,0,3288,20
22,23,28,52,20,0,0,20,0,0,22,182,20
23,24,14,66,10,0,0,0,10,0,1643,1803,10
24,25,25,50,10,0,10,0,0,0,0,3285,10
25,26,22,66,40,40,0,0,0,0,2504,2664,40
26,27,8,62,10,10,0,0,0,0,0,3265,10
27,28,23,52,10,0,10,0,0,0,209,369,10
28,29,4,55,20,0,0,20,0,0,0,3263,20
29,30,20,50,10,0,10,0,0,0,0,3280,10
30,31,20,55,10,0,0,0,0,10,303,463,10
31,32,10,35,20,0,0,0,20,0,0,3266,20
32,33,10,40,30,0,30,0,0,0,0,3268,30
33,34,8,40,40,0,40,0,0,0,685,845,40
34,35,8,45,20,0,0,20,0,0,0,3267,20
35,36,5,35,10,0,10,0,0,0,876,1036,10
36,37,5,45,10,0,10,0,0,0,1253,1413,10
37,38,2,40,20,20,0,0,0,0,0,3260,20
38,39,0,40,30,0,0,0,30,0,1063,1223,30
39,40,0,45,20,20,0,0,0,0,1158,1318,20
40,41,36,18,10,0,0,0,10,0,1819,1979,10
41,42,35,32,10,10,0,0,0,0,2758,2918,10
42,43,33,32,20,0,20,0,0,0,2666,2826,20
43,44,33,35,10,0,0,10,0,0,0,3283,10
44,45,32,20,10,0,0,0,0,10,1913,2073,10
45,46,30,30,10,0,10,0,0,0,2105,2265,10
46,47,34,25,30,0,0,0,0,30,0,3274,30
47,48,30,35,10,0,0,10,0,0,0,3281,10
48,49,36,40,10,0,0,0,0,10,0,3289,10
49,50,48,20,10,0,0,0,10,0,967,1127,10
50,51,26,32,10,0,0,0,10,0,0,3277,10
51,52,25,30,10,0,10,0,0,0,0,3275,10
52,53,25,35,10,0,10,0,0,0,0,3278,10
53,54,44,5,20,0,20,0,0,0,1256,1416,20
54,55,42,10,40,0,40,0,0,0,0,3259,40
55,56,42,15,10,0,10,0,0,0,1065,1225,10
56,57,40,5,30,0,0,30,0,0,1350,1510,30
57,58,38,15,40,0,0,0,40,0,0,3264,40
58,59,38,5,30,0,0,30,0,0,1442,1602,30
59,60,38,10,10,0,0,0,10,0,0,3259,10
60,61,35,5,20,0,20,0,0,0,0,3254,20
