,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
0,1,35,35,0,0,0,0,0,0,0,1000,0
1,2,41,49,10,10,0,0,0,0,636,919,10
2,3,35,17,7,0,0,0,0,7,74,351,7
3,4,55,45,13,0,0,0,0,13,498,613,13
4,5,55,20,19,0,0,0,19,0,470,965,19
5,6,15,30,26,26,0,0,0,0,20,370,26
6,7,25,30,3,0,3,0,0,0,266,663,3
7,8,20,50,5,5,0,0,0,0,292,449,5
8,9,10,43,9,0,0,0,0,9,288,597,9
9,10,55,60,16,0,0,16,0,0,254,643,16
10,11,30,60,16,0,0,0,16,0,496,713,16
11,12,20,65,12,0,12,0,0,0,33,510,12
12,13,50,35,19,0,0,0,19,0,170,403,19
13,14,30,25,23,23,0,0,0,0,426,978,23
14,15,15,10,20,0,0,0,20,0,32,454,20
15,16,30,5,8,0,8,0,0,0,30,529,8
16,17,10,20,19,0,0,0,0,19,222,423,19
17,18,5,30,2,2,0,0,0,0,409,959,2
18,19,20,40,12,0,0,12,0,0,349,462,12
19,20,15,60,17,17,0,0,0,0,215,432,17
20,21,45,65,9,0,0,0,9,0,538,709,9
21,22,45,20,11,0,11,0,0,0,156,389,11
22,23,45,10,18,0,0,18,0,0,280,623,18
23,24,55,5,29,0,0,0,29,0,36,513,29
24,25,65,35,3,0,3,0,0,0,633,918,3
25,26,65,20,6,6,0,0,0,0,400,956,6
26,27,45,30,17,17,0,0,0,0,548,707,17
27,28,35,40,16,0,16,0,0,0,5,612,16
28,29,41,37,16,0,0,16,0,0,44,325,16
29,30,64,42,9,0,9,0,0,0,129,374,9
30,31,40,60,21,0,0,0,0,21,115,498,21
31,32,31,52,27,0,0,0,27,0,91,336,27
32,33,35,69,23,0,23,0,0,0,602,835,23
33,34,53,52,11,0,11,0,0,0,24,646,11
34,35,65,55,14,0,0,14,0,0,487,656,14
35,36,63,65,8,0,8,0,0,0,439,948,8
36,37,2,60,5,0,5,0,0,0,41,710,5
37,38,20,20,8,8,0,0,0,0,563,736,8
38,39,5,5,16,0,0,0,16,0,147,560,16
39,40,60,12,31,31,0,0,0,0,33,797,31
40,41,40,25,9,0,0,0,9,0,243,554,9
41,42,42,7,5,5,0,0,0,0,225,682,5
42,43,24,12,5,0,5,0,0,0,25,616,5
43,44,23,3,7,0,0,7,0,0,578,747,7
44,45,11,14,18,0,0,0,0,18,72,501,18
45,46,6,38,16,0,16,0,0,0,29,669,16
46,47,2,48,1,0,0,0,0,1,458,685,1
47,48,8,56,27,0,0,27,0,0,34,362,27
48,49,13,52,36,0,0,0,0,36,694,962,36
49,50,6,68,30,0,0,0,30,0,444,597,30
50,51,47,47,13,0,0,0,13,0,499,690,13
51,52,49,58,10,0,10,0,0,0,296,505,10
52,53,27,43,9,0,9,0,0,0,111,362,9
53,54,37,31,14,0,14,0,0,0,301,602,14
54,55,57,29,18,0,18,0,0,0,595,780,18
55,56,63,23,2,0,2,0,0,0,442,917,2
56,57,53,12,6,0,0,6,0,0,426,851,6
57,58,32,12,7,0,0,0,7,0,366,585,7
58,59,36,26,18,0,0,18,0,0,458,980,18
59,60,21,24,28,0,0,0,28,0,17,441,28
60,61,17,34,3,0,3,0,0,0,651,932,3
61,62,12,24,13,0,0,0,0,13,246,421,13
62,63,24,58,19,0,19,0,0,0,25,583,19
63,64,27,69,10,0,0,0,0,10,34,348,10
64,65,15,77,9,9,0,0,0,0,46,523,9
65,66,62,77,20,0,0,20,0,0,49,608,20
66,67,49,73,25,0,0,0,25,0,440,845,25
67,68,67,5,25,0,0,0,0,25,132,563,25
68,69,56,39,36,0,0,36,0,0,464,925,36
69,70,37,47,6,0,6,0,0,0,12,535,6
70,71,37,56,5,0,0,5,0,0,249,968,5
71,72,57,68,15,0,15,0,0,0,218,417,15
72,73,47,16,25,25,0,0,0,0,22,377,25
73,74,44,17,9,0,0,0,9,0,263,444,9
74,75,46,13,8,0,0,0,0,8,479,965,8
75,76,49,11,18,0,0,18,0,0,182,399,18
76,77,49,42,13,0,0,13,0,0,166,497,13
77,78,53,43,14,0,0,0,14,0,430,970,14
78,79,61,52,3,0,3,0,0,0,212,671,3
79,80,57,48,23,0,0,0,0,23,273,580,23
80,81,56,37,6,0,0,0,6,0,452,968,6
81,82,55,54,26,0,0,26,0,0,388,479,26
82,83,15,47,16,0,0,0,16,0,99,352,16
83,84,14,37,11,0,0,0,11,0,21,328,11
84,85,11,31,7,0,7,0,0,0,323,624,7
85,86,16,22,41,0,41,0,0,0,333,504,41
86,87,4,18,35,0,0,0,0,35,350,503,35
87,88,28,18,26,0,26,0,0,0,380,487,26
88,89,26,52,9,0,0,9,0,0,114,553,9
89,90,26,35,15,0,0,15,0,0,649,981,15
90,91,31,67,3,0,0,0,0,3,345,534,3
91,92,15,19,1,0,0,0,1,0,675,930,1
92,93,22,22,2,2,0,0,0,0,18,673,2
93,94,18,24,22,22,0,0,0,0,339,969,22
94,95,26,27,27,0,0,0,0,27,403,536,27
95,96,25,24,20,0,0,0,20,0,22,301,20
96,97,22,27,11,0,11,0,0,0,565,732,11
97,98,25,21,12,0,0,0,12,0,582,703,12
98,99,19,21,10,0,0,0,0,10,122,367,10
99,100,20,26,9,0,0,0,0,9,185,580,9
100,101,18,18,17,0,0,0,17,0,297,965,17
