,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
0,1,40,50,0,0,0,0,0,0,0,1236,0
1,2,45,68,10,10,0,0,0,0,850,1030,10
2,3,45,70,30,0,0,0,0,30,758,938,30
3,4,42,66,10,0,0,0,0,10,16,196,10
4,5,42,68,10,0,0,0,10,0,665,845,10
5,6,42,65,10,10,0,0,0,0,15,195,10
6,7,40,69,20,0,20,0,0,0,572,752,20
7,8,40,66,20,20,0,0,0,0,108,288,20
8,9,38,68,20,0,0,0,0,20,200,380,20
9,10,38,70,10,0,0,10,0,0,480,660,10
10,11,35,66,10,0,0,0,10,0,294,474,10
11,12,35,69,10,0,10,0,0,0,387,567,10
12,13,25,85,20,0,0,0,20,0,597,777,20
13,14,22,75,30,30,0,0,0,0,30,210,30
14,15,22,85,10,0,0,0,10,0,504,684,10
15,16,20,80,40,0,40,0,0,0,317,497,40
16,17,20,85,40,0,0,0,0,40,412,592,40
17,18,18,75,20,20,0,0,0,0,34,214,20
18,19,15,75,20,0,0,20,0,0,127,307,20
19,20,15,80,10,10,0,0,0,0,222,402,10
20,21,30,50,10,0,0,0,10,0,10,190,10
21,22,30,52,20,0,20,0,0,0,850,1030,20
22,23,28,52,20,0,0,20,0,0,758,938,20
23,24,28,55,10,0,0,0,10,0,665,845,10
24,25,25,50,10,0,10,0,0,0,15,195,10
25,26,25,52,40,40,0,0,0,0,107,287,40
26,27,25,55,10,10,0,0,0,0,572,752,10
27,28,23,52,10,0,10,0,0,0,199,379,10
28,29,23,55,20,0,0,20,0,0,480,660,20
29,30,20,50,10,0,10,0,0,0,292,472,10
30,31,20,55,10,0,0,0,0,10,387,567,10
31,32,10,35,20,0,0,0,20,0,129,309,20
32,33,10,40,30,0,30,0,0,0,31,211,30
33,34,8,40,40,0,40,0,0,0,33,213,40
34,35,8,45,20,0,0,20,0,0,694,874,20
35,36,5,35,10,0,10,0,0,0,224,404,10
36,37,5,45,10,0,10,0,0,0,601,781,10
37,38,2,40,20,20,0,0,0,0,319,499,20
38,39,0,40,30,0,0,0,30,0,411,591,30
39,40,0,45,20,20,0,0,0,0,506,686,20
40,41,35,30,10,0,0,0,10,0,203,383,10
41,42,35,32,10,10,0,0,0,0,111,291,10
42,43,33,32,20,0,20,0,0,0,19,199,20
43,44,33,35,10,0,0,10,0,0,16,196,10
44,45,32,30,10,0,0,0,0,10,296,476,10
45,46,30,30,10,0,10,0,0,0,481,661,10
46,47,30,32,30,0,0,0,0,30,389,569,30
47,48,30,35,10,0,0,10,0,0,947,1127,10
48,49,28,30,10,0,0,0,0,10,573,753,10
49,50,28,35,10,0,0,0,10,0,944,1124,10
50,51,26,32,10,0,0,0,10,0,758,938,10
51,52,25,30,10,0,10,0,0,0,666,846,10
52,53,25,35,10,0,10,0,0,0,851,1031,10
53,54,44,5,20,0,20,0,0,0,227,407,20
54,55,42,10,40,0,40,0,0,0,132,312,40
55,56,42,15,10,0,10,0,0,0,37,217,10
56,57,40,5,30,0,0,30,0,0,321,501,30
57,58,40,15,40,0,0,0,40,0,35,215,40
58,59,38,5,30,0,0,30,0,0,413,593,30
59,60,38,15,10,0,0,0,10,0,606,786,10
60,61,35,5,20,0,20,0,0,0,506,686,20
61,62,50,30,10,0,0,0,0,10,481,661,10
62,63,50,35,20,0,20,0,0,0,200,380,20
63,64,50,40,50,0,0,0,0,50,105,285,50
64,65,48,30,10,10,0,0,0,0,573,753,10
65,66,48,40,10,0,0,10,0,0,13,193,10
66,67,47,35,10,0,0,0,10,0,761,941,10
67,68,47,40,10,0,0,0,0,10,12,192,10
68,69,45,30,10,0,0,10,0,0,666,846,10
69,70,45,35,10,0,10,0,0,0,853,1033,10
70,71,95,30,30,0,0,30,0,0,332,512,30
71,72,95,35,20,0,20,0,0,0,237,417,20
72,73,53,30,10,10,0,0,0,0,388,568,10
73,74,92,30,10,0,0,0,10,0,425,605,10
74,75,53,35,50,0,0,0,0,50,293,473,50
75,76,45,65,20,0,0,20,0,0,943,1123,20
76,77,90,35,10,0,0,10,0,0,142,322,10
77,78,88,30,10,0,0,0,10,0,519,699,10
78,79,88,35,20,0,20,0,0,0,50,230,20
79,80,87,30,10,0,0,0,0,10,610,790,10
80,81,85,25,10,0,0,0,10,0,705,885,10
81,82,85,35,30,0,0,30,0,0,47,227,30
82,83,75,55,20,0,0,0,20,0,305,485,20
83,84,72,55,10,0,0,0,10,0,212,392,10
84,85,70,58,20,0,20,0,0,0,401,581,20
85,86,68,60,30,0,30,0,0,0,494,674,30
86,87,66,55,10,0,0,0,0,10,116,296,10
87,88,65,55,20,0,20,0,0,0,25,205,20
88,89,65,60,30,0,0,30,0,0,587,767,30
89,90,63,58,10,0,0,10,0,0,680,860,10
90,91,60,55,10,0,0,0,0,10,20,200,10
91,92,60,60,10,0,0,0,10,0,773,953,10
92,93,67,85,20,20,0,0,0,0,315,495,20
93,94,65,85,40,40,0,0,0,0,407,587,40
94,95,65,82,10,0,0,0,0,10,221,401,10
95,96,62,80,30,0,0,0,30,0,128,308,30
96,97,60,80,10,0,10,0,0,0,36,216,10
97,98,60,85,30,0,0,0,30,0,502,682,30
98,99,58,75,20,0,0,0,0,20,30,210,20
99,100,55,80,10,0,0,0,0,10,692,872,10
100,101,55,85,20,0,0,0,20,0,597,777,20
