,CUST NO.,XCOORD,YCOORD,DEMAND,DEMAND1,DEMAND2,DEMAND3,DEMAND4,DEMAND5,READY TIME,DUE DATE,SERVICE TIME
0,1,35,35,0,0,0,0,0,0,0,1000,0
1,2,41,49,10,10,0,0,0,0,658,898,10
2,3,35,17,7,0,0,0,0,7,93,333,7
3,4,55,45,13,0,0,0,0,13,436,676,13
4,5,55,20,19,0,0,0,19,0,620,860,19
5,6,15,30,26,26,0,0,0,0,20,260,26
6,7,25,30,3,0,3,0,0,0,345,585,3
7,8,20,50,5,5,0,0,0,0,251,491,5
8,9,10,43,9,0,0,0,0,9,323,563,9
9,10,55,60,16,0,0,16,0,0,329,569,16
10,11,30,60,16,0,0,0,16,0,485,725,16
11,12,20,65,12,0,12,0,0,0,146,386,12
12,13,50,35,19,0,0,0,19,0,167,407,19
13,14,30,25,23,23,0,0,0,0,639,879,23
14,15,15,10,20,0,0,0,20,0,32,272,20
15,16,30,5,8,0,8,0,0,0,118,358,8
16,17,10,20,19,0,0,0,0,19,203,443,19
17,18,5,30,2,2,0,0,0,0,682,922,2
18,19,20,40,12,0,0,12,0,0,286,526,12
19,20,15,60,17,17,0,0,0,0,204,444,17
20,21,45,65,9,0,0,0,9,0,504,744,9
21,22,45,20,11,0,11,0,0,0,153,393,11
22,23,45,10,18,0,0,18,0,0,332,572,18
23,24,55,5,29,0,0,0,29,0,146,386,29
24,25,65,35,3,0,3,0,0,0,656,896,3
25,26,65,20,6,6,0,0,0,0,716,956,6
26,27,45,30,17,17,0,0,0,0,508,748,17
27,28,35,40,16,0,16,0,0,0,60,300,16
28,29,41,37,16,0,0,16,0,0,65,305,16
29,30,64,42,9,0,9,0,0,0,132,372,9
30,31,40,60,21,0,0,0,0,21,187,427,21
31,32,31,52,27,0,0,0,27,0,94,334,27
32,33,35,69,23,0,23,0,0,0,599,839,23
33,34,53,52,11,0,11,0,0,0,24,264,11
34,35,65,55,14,0,0,14,0,0,452,692,14
35,36,63,65,8,0,8,0,0,0,630,870,8
36,37,2,60,5,0,5,0,0,0,41,281,5
37,38,20,20,8,8,0,0,0,0,530,770,8
38,39,5,5,16,0,0,0,16,0,234,474,16
39,40,60,12,31,31,0,0,0,0,33,273,31
40,41,40,25,9,0,0,0,9,0,279,519,9
41,42,42,7,5,5,0,0,0,0,334,574,5
42,43,24,12,5,0,5,0,0,0,25,265,5
43,44,23,3,7,0,0,7,0,0,543,783,7
44,45,11,14,18,0,0,0,0,18,167,407,18
45,46,6,38,16,0,16,0,0,0,29,269,16
46,47,2,48,1,0,0,0,0,1,452,692,1
47,48,8,56,27,0,0,27,0,0,48,288,27
48,49,13,52,36,0,0,0,0,36,720,960,36
49,50,6,68,30,0,0,0,30,0,401,641,30
50,51,47,47,13,0,0,0,13,0,475,715,13
51,52,49,58,10,0,10,0,0,0,281,521,10
52,53,27,43,9,0,9,0,0,0,117,357,9
53,54,37,31,14,0,14,0,0,0,332,572,14
54,55,57,29,18,0,18,0,0,0,568,808,18
55,56,63,23,2,0,2,0,0,0,560,800,2
56,57,53,12,6,0,0,6,0,0,519,759,6
57,58,32,12,7,0,0,0,7,0,356,596,7
58,59,36,26,18,0,0,18,0,0,740,980,18
59,60,21,24,28,0,0,0,28,0,17,257,28
60,61,17,34,3,0,3,0,0,0,672,912,3
61,62,12,24,13,0,0,0,0,13,214,454,13
62,63,24,58,19,0,19,0,0,0,113,353,19
63,64,27,69,10,0,0,0,0,10,34,274,10
64,65,15,77,9,9,0,0,0,0,154,394,9
65,66,62,77,20,0,0,20,0,0,49,289,20
66,67,49,73,25,0,0,0,25,0,523,763,25
67,68,67,5,25,0,0,0,0,25,228,468,25
68,69,56,39,36,0,0,36,0,0,575,815,36
69,70,37,47,6,0,6,0,0,0,108,348,6
70,71,37,56,5,0,0,5,0,0,728,968,5
71,72,57,68,15,0,15,0,0,0,198,438,15
72,73,47,16,25,25,0,0,0,0,22,262,25
73,74,44,17,9,0,0,0,9,0,234,474,9
74,75,46,13,8,0,0,0,0,8,622,862,8
75,76,49,11,18,0,0,18,0,0,171,411,18
76,77,49,42,13,0,0,13,0,0,212,452,13
77,78,53,43,14,0,0,0,14,0,730,970,14
78,79,61,52,3,0,3,0,0,0,322,562,3
79,80,57,48,23,0,0,0,0,23,307,547,23
80,81,56,37,6,0,0,0,6,0,728,968,6
81,82,55,54,26,0,0,26,0,0,314,554,26
82,83,15,47,16,0,0,0,16,0,106,346,16
83,84,14,37,11,0,0,0,11,0,53,293,11
84,85,11,31,7,0,7,0,0,0,354,594,7
85,86,16,22,41,0,41,0,0,0,299,539,41
86,87,4,18,35,0,0,0,0,35,307,547,35
87,88,28,18,26,0,26,0,0,0,314,554,26
88,89,26,52,9,0,0,9,0,0,214,454,9
89,90,26,35,15,0,0,15,0,0,718,958,15
90,91,31,67,3,0,0,0,0,3,320,560,3
91,92,15,19,1,0,0,0,1,0,683,923,1
92,93,22,22,2,2,0,0,0,0,18,258,2
93,94,18,24,22,22,0,0,0,0,729,969,22
94,95,26,27,27,0,0,0,0,27,350,590,27
95,96,25,24,20,0,0,0,20,0,42,282,20
96,97,22,27,11,0,11,0,0,0,529,769,11
97,98,25,21,12,0,0,0,12,0,523,763,12
98,99,19,21,10,0,0,0,0,10,125,365,10
99,100,20,26,9,0,0,0,0,9,263,503,9
100,101,18,18,17,0,0,0,17,0,725,965,17
